Work Order ID,Customer Order Number,Facility Name,Bulk ID,House Way Bill,Distribution Center,Mid-Mile Booked Date,Mid-Mile Ship Date,Mid-Mile Land Date,Mid-Mile POD,Work Order Status,Last Mile Receiving Status
000005N42I84K000002000,1000146254,LAST MILE HUB ATLANTA,021121-BULKXPOATL,737734,NEWARK,2/2/2021 3:27:38 PM -05:00,,,FALSE,Completed,Shipped
000005N434KVK000004000,1000127306,LAST MILE HUB ATLANTA,021121-BULKXPOATL,737734,NEWARK,2/2/2021 4:19:42 PM -05:00,,,FALSE,Completed,Shipped
000005NLUATH2000002000,1000127351,LAST MILE HUB ATLANTA,021121-BULKXPOATL,737734,NEWARK,2/2/2021 5:06:26 PM -05:00,,,FALSE,Completed,Shipped
000005N42I69Q000002000,1000164053,LAST MILE HUB PITTSTON,021121-BULKXPOAVP,737736,NEWARK,2/2/2021 5:06:26 PM -05:00,,,FALSE,Completed,Shipped
000005N3V4F54000006000,13369768-RMA,LAST MILE HUB NORTH HAVEN,021121-BULKXPOBDL,737741,SAN FRANCISCO,2/2/2021 5:06:26 PM -05:00,2/13/2021,2/22/2021 12:00 AM,TRUE,Completed,Shipped
000005N42I5UU000006000,1000127007,LAST MILE HUB BIRMINGHAM,021121-BULKXPOBHM,737739,NEWARK,2/2/2021 5:07:41 PM -05:00,2/16/2021,2/23/2021 12:00 AM,TRUE,Completed,Shipped
000005N42I5VA000006000,1000127256,LAST MILE HUB BIRMINGHAM,021121-BULKXPOBHM,737739,NEWARK,2/2/2021 5:07:41 PM -05:00,2/16/2021,2/23/2021 12:00 AM,TRUE,Completed,Shipped
000005N3V4FGG000006000,1000114366,LAST MILE HUB BOSTON,021121-BULKXPOBOS,737743,NEWARK,2/2/2021 5:07:41 PM -05:00,2/17/2021,2/18/2021 12:00 AM,TRUE,Completed,Shipped
000005N408RQU000006000,1000126436,LAST MILE HUB BOSTON,021121-BULKXPOBOS,737743,NEWARK,2/2/2021 5:07:41 PM -05:00,2/17/2021,2/18/2021 12:00 AM,TRUE,Completed,Shipped
000005N408RSE000004000,1000124830,LAST MILE HUB BOSTON,021121-BULKXPOBOS,737743,NEWARK,2/2/2021 5:07:41 PM -05:00,2/17/2021,2/18/2021 12:00 AM,TRUE,Completed,Shipped
000005N41DDAO000006000,1000126802,LAST MILE HUB BOSTON,021121-BULKXPOBOS,737743,NEWARK,2/2/2021 5:07:41 PM -05:00,2/17/2021,2/18/2021 12:00 AM,TRUE,Completed,Shipped
000005N41VSA6000002000,1000126918,LAST MILE HUB BOSTON,021121-BULKXPOBOS,737743,NEWARK,2/2/2021 5:07:41 PM -05:00,2/17/2021,2/18/2021 12:00 AM,TRUE,Completed,Shipped
000005N41VTBQ000006000,1000127154,LAST MILE HUB BOSTON,021121-BULKXPOBOS,737743,NEWARK,2/2/2021 5:07:41 PM -05:00,2/17/2021,2/18/2021 12:00 AM,TRUE,Completed,Shipped
000005N434JEU000002000,1000127588,LAST MILE HUB BOSTON,021121-BULKXPOBOS,737743,NEWARK,2/2/2021 5:07:41 PM -05:00,2/17/2021,2/18/2021 12:00 AM,TRUE,Completed,Shipped
000005N40SESK000002000,1000124743,LAST MILE HUB BALTIMORE,021121-BULKXPOBWI,737744,NEWARK,2/2/2021 5:12:40 PM -05:00,,,FALSE,Completed,Shipped
000005N41DDLS000006000,1000125223,LAST MILE HUB BALTIMORE,021121-BULKXPOBWI,737744,NEWARK,2/2/2021 5:12:40 PM -05:00,,,FALSE,Completed,Shipped
000005N41VR3S000004000,1000126896,LAST MILE HUB BALTIMORE,021121-BULKXPOBWI,737744,NEWARK,2/2/2021 5:12:40 PM -05:00,,,FALSE,Completed,Shipped
000005N42I5EI000002000,1000127271,LAST MILE HUB BALTIMORE,021121-BULKXPOBWI,737744,NEWARK,2/2/2021 5:12:40 PM -05:00,,,FALSE,Completed,Shipped
000005N42I5HC000002000,1000127543,LAST MILE HUB BALTIMORE,021121-BULKXPOBWI,737744,NEWARK,2/2/2021 5:12:40 PM -05:00,,,FALSE,Completed,Shipped
000005N42IBHG000004000,1000127498,LAST MILE HUB BALTIMORE,021121-BULKXPOBWI,737744,NEWARK,2/2/2021 5:12:40 PM -05:00,,,FALSE,Completed,Shipped
000005ST1QFNK000002000,1000127271,LAST MILE HUB BALTIMORE,021121-BULKXPOBWI,737744,NEWARK,2/2/2021 5:12:40 PM -05:00,,,FALSE,Completed,Shipped
000005N41VQQO000004000,1000126893,LAST MILE HUB CHARLOTTE,021121-BULKXPOCLT,737745,NEWARK,2/2/2021 5:12:40 PM -05:00,,,FALSE,Completed,Shipped
000005N42I6GQ000002000,1000165268,LAST MILE HUB CHARLOTTE,021121-BULKXPOCLT,737745,NEWARK,2/2/2021 5:12:40 PM -05:00,,,FALSE,Completed,Shipped
000005N3UHSH4000002000,1000114002-RMA,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:12:40 PM -05:00,,,FALSE,Cancelled,Not Received
000005N3UHSQS000006000,1000117109-RMA,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:12:41 PM -05:00,,,FALSE,Cancelled,Not Received
000005N3UHSV8000004000,1000108367-RMA,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:12:41 PM -05:00,,,FALSE,Open,Not Received
000005N3V4FH8000004000,1000123906,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:17:43 PM -05:00,,,FALSE,Completed,Shipped
000005N3VMJ12000004000,1000125195,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:17:43 PM -05:00,,,FALSE,Completed,Shipped
000005N3VMJ5K000004000,1000124287,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:17:43 PM -05:00,,,FALSE,Completed,Shipped
000005N3VMJBC000004000,1000125147,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:17:44 PM -05:00,,,FALSE,Completed,Shipped
000005N3VMJD2000004000,1000124584,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:17:44 PM -05:00,,,FALSE,Completed,Shipped
000005N3VMMG8000006000,1000124452,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:17:44 PM -05:00,,,FALSE,Completed,Shipped
000005N408QVC000004000,1000124747,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:17:44 PM -05:00,,,FALSE,Completed,Shipped
000005N408RBU000004000,1000124667,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:17:44 PM -05:00,,,FALSE,Completed,Shipped
000005N408RME000004000,1000124367,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:17:44 PM -05:00,,,FALSE,Completed,Shipped
000005N40SEUO000004000,1000126500,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:17:44 PM -05:00,,,FALSE,Completed,Shipped
000005N40SF6Q000006000,1000126454,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:17:45 PM -05:00,,,FALSE,Completed,Shipped
000005N41DC7I000006000,1000126688,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:22:44 PM -05:00,,,FALSE,Completed,Shipped
000005N41DC84000006000,1000125284,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:22:44 PM -05:00,,,FALSE,Completed,Shipped
000005N41DGD8000006000,1000126665,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:22:44 PM -05:00,,,FALSE,Completed,Shipped
000005N41VR2C000002000,1000126666,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:22:45 PM -05:00,,,FALSE,Completed,Shipped
000005N41VR36000002000,1000126819,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:22:45 PM -05:00,,,FALSE,Completed,Shipped
000005N41VRA4000002000,1000126800,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:22:45 PM -05:00,,,FALSE,Completed,Shipped
000005N41VRGO000002000,1000126846,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:22:45 PM -05:00,,,FALSE,Cancelled,Fully Received
000005N41VTHO000002000,1000127250,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:22:45 PM -05:00,,,FALSE,Completed,Shipped
000005N42006C000006000,1000127341,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:22:46 PM -05:00,,,FALSE,Completed,Shipped
000005N42I644000004000,1000126857,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:27:40 PM -05:00,,,FALSE,Completed,Shipped
000005N42I6LA000002000,1000126562,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:27:40 PM -05:00,,,FALSE,Completed,Shipped
000005N42IAOE000006000,1000127503,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:27:41 PM -05:00,,,FALSE,Completed,Shipped
000005N42IBM6000002000,1000125116,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:32:40 PM -05:00,,,FALSE,Completed,Shipped
000005N42IBRQ000002000,1000123954,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:32:40 PM -05:00,,,FALSE,Completed,Shipped
000005N434JSG000002000,1000123391,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:32:40 PM -05:00,,,FALSE,Completed,Shipped
000005SH4J3QO000002000,1000126800,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:32:40 PM -05:00,,,FALSE,Completed,Shipped
000005TL93DCK000004000,1000126800,LAST MILE HUB ELIZABETH,021121-BULKXPOEWR,737747,NEWARK,2/2/2021 5:32:40 PM -05:00,,,FALSE,Open,Fully Received
000005N41DGBE000002000,1000127394,LAST MILE HUB GREENSBORO,021121-BULKXPOGSO,737750,NEWARK,2/2/2021 5:32:40 PM -05:00,,,FALSE,Completed,Shipped
000005N42I6JM000004000,1000127133,LAST MILE HUB GREENSBORO,021121-BULKXPOGSO,737750,NEWARK,2/2/2021 5:32:40 PM -05:00,,,FALSE,Cancelled,Not Received
000005N408SF6000004000,1000125206,LAST MILE HUB GREENVILLE,021121-BULKXPOGSP,737764,NEWARK,2/2/2021 5:32:41 PM -05:00,,,FALSE,Completed,Shipped
000005N434J5E000002001,1000127417,LAST MILE HUB GREENVILLE,021121-BULKXPOGSP,737764,NEWARK,2/2/2021 5:32:41 PM -05:00,,,FALSE,Completed,Shipped
000005N3VMJ9S000004000,1000124838,LAST MILE HUB WASHINGTON,021121-BULKXPOIAD,737763,NEWARK,2/2/2021 5:37:41 PM -05:00,,,FALSE,Completed,Shipped
000005N3VMJI0000004000,1000124911,LAST MILE HUB WASHINGTON,021121-BULKXPOIAD,737763,NEWARK,2/2/2021 5:37:41 PM -05:00,,,FALSE,Completed,Shipped
000005N41DD2U000002000,1000127398,LAST MILE HUB WASHINGTON,021121-BULKXPOIAD,737763,NEWARK,2/2/2021 5:37:41 PM -05:00,,,FALSE,Completed,Shipped
000005N41DFTM000006000,1000124289,LAST MILE HUB WASHINGTON,021121-BULKXPOIAD,737763,NEWARK,2/2/2021 5:37:41 PM -05:00,,,FALSE,Completed,Shipped
000005N42I6BO000002000,1000127297,LAST MILE HUB WASHINGTON,021121-BULKXPOIAD,737763,NEWARK,2/2/2021 5:37:41 PM -05:00,,,FALSE,Completed,Shipped
000005NLUATE4000002000,1000124913,LAST MILE HUB WASHINGTON,021121-BULKXPOIAD,737763,NEWARK,2/2/2021 5:37:41 PM -05:00,,,FALSE,Completed,Shipped
000005N3UHSOO000004000,8196-RMA,LAST MILE HUB JACKSONVILLE,021121-BULKXPOJAX,737757,SAN FRANCISCO,2/2/2021 5:37:41 PM -05:00,2/13/2021,2/22/2021 12:00 AM,TRUE,Completed,Shipped
000005N3V4FI2000004000,6145-RMA-2,LAST MILE HUB LOS ANGELES,021121-BULKXPOLAX,737740,SAN FRANCISCO,2/2/2021 5:37:41 PM -05:00,2/12/2021,2/15/2021 12:00 AM,TRUE,Completed,Shipped
000005N3V4G6M000006000,1000104607,LAST MILE HUB MIAMI,021121-BULKXPOMIA,737762,NEWARK,2/2/2021 5:37:41 PM -05:00,,,FALSE,Completed,Shipped
000005N41VSOM000006000,1000127742,LAST MILE HUB MIAMI,021121-BULKXPOMIA,737762,NEWARK,2/2/2021 5:37:41 PM -05:00,,,FALSE,Completed,Shipped
000005N41VU2Q000004000,1000127889,LAST MILE HUB MIAMI,021121-BULKXPOMIA,737762,NEWARK,2/2/2021 5:37:41 PM -05:00,,,FALSE,Completed,Shipped
000005N3VMJGM000004000,1000124524,LAST MILE HUB SUFFOLK,021121-BULKXPOORF,737761,NEWARK,2/2/2021 5:42:39 PM -05:00,,,FALSE,Completed,Shipped
000005N408RAC000006000,1000125313,LAST MILE HUB SUFFOLK,021121-BULKXPOORF,737761,NEWARK,2/2/2021 5:42:39 PM -05:00,,,FALSE,Completed,Shipped
000005N42IB48000002000,1000127172,LAST MILE HUB SUFFOLK,021121-BULKXPOORF,737761,NEWARK,2/2/2021 5:42:40 PM -05:00,,,FALSE,Completed,Shipped
000005N3V4FIA000006000,10022-RMA-2,LAST MILE HUB WEST PALM BEACH,021121-BULKXPOPBI,737738,SAN FRANCISCO,2/2/2021 5:42:40 PM -05:00,2/13/2021,2/23/2021 12:00 AM,TRUE,Completed,Shipped
000005N40SFAS000006000,1000126623,LAST MILE HUB PHILADELPHIA,021121-BULKXPOPHL,737760,NEWARK,2/2/2021 5:42:40 PM -05:00,,,FALSE,Completed,Shipped
000005N42I5BG000002000,1000127164,LAST MILE HUB PHILADELPHIA,021121-BULKXPOPHL,737760,NEWARK,2/2/2021 5:42:40 PM -05:00,,,FALSE,Completed,Shipped
000005N42ICF6000002000,1000127333,LAST MILE HUB PHILADELPHIA,021121-BULKXPOPHL,737760,NEWARK,2/2/2021 5:42:40 PM -05:00,,,FALSE,Completed,Shipped
000005N3V4FPI000004000,1000122633,LAST MILE HUB PITTSBURGH,021121-BULKXPOPIT,737758,NEWARK,2/2/2021 5:42:40 PM -05:00,,,FALSE,Completed,Shipped
000005N40SFDO000004000,1000126505,LAST MILE HUB PITTSBURGH,021121-BULKXPOPIT,737758,NEWARK,2/2/2021 5:42:40 PM -05:00,,,FALSE,Completed,Shipped
000005N41DDSO000006000,1000127428,LAST MILE HUB PITTSBURGH,021121-BULKXPOPIT,737758,NEWARK,2/2/2021 5:42:40 PM -05:00,,,FALSE,Completed,Shipped
000005N41VRSU000006000,1000127151,LAST MILE HUB PITTSBURGH,021121-BULKXPOPIT,737758,NEWARK,2/2/2021 5:42:40 PM -05:00,,,FALSE,Completed,Shipped
000005SR6NOUI000006000,1000122633,LAST MILE HUB PITTSBURGH,021121-BULKXPOPIT,737758,NEWARK,2/2/2021 5:42:42 PM -05:00,,,FALSE,Completed,Shipped
000005SR6NR7G000006000,1000127151,LAST MILE HUB PITTSBURGH,021121-BULKXPOPIT,737758,NEWARK,2/2/2021 5:47:41 PM -05:00,,,FALSE,Completed,Shipped
000005N42016O000006000,1000126878,LAST MILE HUB RICHMOND,021121-BULKXPORIC,737756,NEWARK,2/2/2021 5:47:41 PM -05:00,,,FALSE,Completed,Shipped
000005N434JIM000002000,1000126816,LAST MILE HUB RICHMOND,021121-BULKXPORIC,737756,NEWARK,2/2/2021 5:47:41 PM -05:00,,,FALSE,Completed,Shipped
000005N3TVJIM000006000,1000122343,LAST MILE HUB FORT MYERS,021121-BULKXPORSW,737755,NEWARK,2/2/2021 5:47:41 PM -05:00,,,FALSE,Completed,Shipped
000005N3UHST6000002000,1000052833-RMA,LAST MILE HUB UNION CITY,021121-BULKXPOSFO,737735,SAN FRANCISCO,2/2/2021 5:47:41 PM -05:00,2/12/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005OCNCPT4000006000,,LAST MILE HUB UNION CITY,021121-BULKXPOSFO,737735,SAN FRANCISCO,2/2/2021 5:47:41 PM -05:00,2/12/2021,2/12/2021 12:00 AM,TRUE,Completed,Not Applicable
000005N3VMJJ2000006000,1000117883,LAST MILE HUB TAMPA,021121-BULKXPOTPA,737753,NEWARK,2/2/2021 5:47:41 PM -05:00,,,FALSE,Completed,Shipped
000005N41VQNA000004000,1000127624,LAST MILE HUB TAMPA,021121-BULKXPOTPA,737753,NEWARK,2/2/2021 5:47:41 PM -05:00,,,FALSE,Completed,Shipped
000005N9540SK000004000,00200217-MKT,LAST MILE HUB ATLANTA,021221-BULKXPOATL,TONAL00200217MKT,SAN FRANCISCO,2/2/2021 5:47:41 PM -05:00,,,FALSE,Completed,Shipped
00000617T05TQ000002000,00200217-MKT,LAST MILE HUB ATLANTA,021221-BULKXPOATL,TONAL00200217MKT,SAN FRANCISCO,2/2/2021 5:47:41 PM -05:00,,,FALSE,Completed,Not Applicable
0000061BT0K6U000006000,00200217-MKT,LAST MILE HUB ATLANTA,021221-BULKXPOATL,TONAL00200217MKT,SAN FRANCISCO,2/2/2021 5:47:41 PM -05:00,,,FALSE,Cancelled,Not Received
000005N953VEG000002000,00200202-MKT,LAST MILE HUB BOSTON,021221-BULKXPOBOS,TONAL00200202MKT,SAN FRANCISCO,2/2/2021 5:47:41 PM -05:00,,,FALSE,Completed,Shipped
000005N93V84G000004000,00200213-MKT,LAST MILE HUB CHARLOTTE,021221-BULKXPOCLT,TONAL00200213MKT,SAN FRANCISCO,2/2/2021 5:47:42 PM -05:00,,,FALSE,Completed,Shipped
000005N95M3OU000002000,00200211-MKT,LAST MILE HUB COLUMBUS,021221-BULKXPOCMH,TONAL00200211MKT,SAN FRANCISCO,2/2/2021 5:47:43 PM -05:00,,,FALSE,Completed,Shipped
000005N9540K8000004000,00200212-MKT,LAST MILE HUB DALLAS,021221-BULKXPODFW,737921,SAN FRANCISCO,2/2/2021 5:47:43 PM -05:00,2/16/2021,,FALSE,Completed,Shipped
000005N94HHG0000002000,00200210-MKT,LAST MILE HUB DETROIT,021221-BULKXPODTW,TONAL00200210MKT,SAN FRANCISCO,2/2/2021 5:47:43 PM -05:00,,,FALSE,Completed,Shipped
000005N93CRBI000002000,00200195-MKT,LAST MILE HUB ELIZABETH,021221-BULKXPOEWR,TONAL00200221MKT,SAN FRANCISCO,2/2/2021 5:47:43 PM -05:00,,,FALSE,Completed,Shipped
000005N93V7KG000004000,00200196-MKT,LAST MILE HUB ELIZABETH,021221-BULKXPOEWR,TONAL00200221MKT,SAN FRANCISCO,2/2/2021 5:47:43 PM -05:00,,,FALSE,Completed,Shipped
000005N95M44C000004000,00200221-MKT,LAST MILE HUB ELIZABETH,021221-BULKXPOEWR,TONAL00200221MKT,SAN FRANCISCO,2/2/2021 5:52:40 PM -05:00,,,FALSE,Open,Fully Received
000005N93CRDC000002000,00200201-MKT,LAST MILE HUB LOS ANGELES,021221-BULKXPOLAX,TONAL00200203MKT,SAN FRANCISCO,2/2/2021 5:52:40 PM -05:00,,,FALSE,Completed,Shipped
000005N93V7HI000006000,00200203-MKT,LAST MILE HUB LOS ANGELES,021221-BULKXPOLAX,TONAL00200203MKT,SAN FRANCISCO,2/2/2021 5:52:40 PM -05:00,,,FALSE,Completed,Shipped
000005N94HI96000002000,00200200-MKT,LAST MILE HUB LOS ANGELES,021221-BULKXPOLAX,TONAL00200203MKT,SAN FRANCISCO,2/2/2021 5:52:40 PM -05:00,,,FALSE,Completed,Shipped
000005N9540R8000006000,00200216-MKT,LAST MILE HUB MIAMI,021221-BULKXPOMIA,TONAL00200215MKT,SAN FRANCISCO,2/2/2021 5:52:40 PM -05:00,,,FALSE,Completed,Shipped
000005N9540T8000002000,00200215-MKT,LAST MILE HUB MIAMI,021221-BULKXPOMIA,TONAL00200215MKT,SAN FRANCISCO,2/2/2021 5:52:40 PM -05:00,,,FALSE,Completed,Shipped
000005N93V76C000002000,00200205-MKT,LAST MILE HUB MINNEAPOLIS,021221-BULKXPOMSP,TONAL00200205MKT,SAN FRANCISCO,2/2/2021 5:52:40 PM -05:00,,,FALSE,Completed,Shipped
000005N93V6R4000002000,00200204-MKT,LAST MILE HUB ONTARIO,021221-BULKXPOONT,TONAL00200204MKT,SAN FRANCISCO,2/2/2021 5:52:40 PM -05:00,,,FALSE,Completed,Shipped
000005N93V88C000002000,00200206-MKT,LAST MILE HUB ONTARIO,021221-BULKXPOONT,TONAL00200204MKT,SAN FRANCISCO,2/2/2021 5:52:40 PM -05:00,,,FALSE,Completed,Shipped
000005N94HHNI000004000,00200209-MKT,LAST MILE HUB CHICAGO,021221-BULKXPOORD,TONAL00200209MKT,SAN FRANCISCO,2/2/2021 5:52:40 PM -05:00,,,FALSE,Completed,Shipped
000005N9541QM000004000,00200208-MKT,LAST MILE HUB CHICAGO,021221-BULKXPOORD,TONAL00200209MKT,SAN FRANCISCO,2/2/2021 5:52:40 PM -05:00,,,FALSE,Completed,Shipped
000005N9540PS000006000,00200214-MKT,LAST MILE HUB WEST PALM BEACH,021221-BULKXPOPBI,TONAL00200214MKT,SAN FRANCISCO,2/2/2021 5:52:40 PM -05:00,,,FALSE,Completed,Shipped
000005N95M4HU000002000,00200218-MKT,LAST MILE HUB WEST PALM BEACH,021221-BULKXPOPBI,TONAL00200214MKT,SAN FRANCISCO,2/2/2021 5:52:41 PM -05:00,,,FALSE,Open,Fully Received
000005N95M47M000004000,00200219-MKT,LAST MILE HUB PHILADELPHIA,021221-BULKXPOPHL,TONAL00200219MKT,SAN FRANCISCO,2/2/2021 5:52:41 PM -05:00,,,FALSE,Completed,Shipped
000005N94HHIE000004000,00200199-MKT,LAST MILE HUB UNION CITY,021221-BULKXPOSFO,TONAL00200199MKT,SAN FRANCISCO,2/2/2021 5:52:41 PM -05:00,,,FALSE,Completed,Shipped
000005N95M4I6000004000,00200220-MKT,LAST MILE HUB UNION CITY,021221-BULKXPOSFO,TONAL00200199MKT,SAN FRANCISCO,2/2/2021 5:52:42 PM -05:00,,,FALSE,Open,Fully Received
0000061DCO7MM000006000,00200220-MKT,LAST MILE HUB UNION CITY,021221-BULKXPOSFO,TONAL00200199MKT,SAN FRANCISCO,2/2/2021 5:52:42 PM -05:00,,,FALSE,Completed,Not Applicable
000005N95M5B8000002000,00200207-MKT,LAST MILE HUB ST. LOUIS,021221-BULKXPOSTL,TONAL00200207MKT,SAN FRANCISCO,2/2/2021 5:52:43 PM -05:00,,,FALSE,Completed,Shipped
000005NNUE0QS000004000,1000093398-RMA,LAST MILE HUB ONTARIO,021521-BULKXPOONT,737999,NEWARK,2/2/2021 5:57:40 PM -05:00,2/23/2021,2/26/2021 12:00 AM,TRUE,Completed,Shipped
000005O30U5F2000004000,1000122851,LAST MILE HUB ALBUQUERQUE,021721-BULKXPOABQ,738683,SAN FRANCISCO,2/2/2021 5:57:40 PM -05:00,2/20/2021,2/23/2021 12:00 AM,TRUE,Cancelled,Fully Received
000005O337CE8000006000,1000123066,LAST MILE HUB ALBUQUERQUE,021721-BULKXPOABQ,738683,SAN FRANCISCO,2/2/2021 5:57:40 PM -05:00,2/20/2021,2/23/2021 12:00 AM,TRUE,Completed,Shipped
000005O35GLKK000006000,1000119785,LAST MILE HUB ALBUQUERQUE,021721-BULKXPOABQ,738683,SAN FRANCISCO,2/2/2021 5:57:40 PM -05:00,2/20/2021,2/23/2021 12:00 AM,TRUE,Completed,Shipped
000005O35GMV6000006000,1000122834,LAST MILE HUB ALBUQUERQUE,021721-BULKXPOABQ,738683,SAN FRANCISCO,2/2/2021 5:57:40 PM -05:00,2/20/2021,2/23/2021 12:00 AM,TRUE,Completed,Shipped
000005RONHJKU000002000,1000122851,LAST MILE HUB ALBUQUERQUE,021721-BULKXPOABQ,738683,SAN FRANCISCO,2/2/2021 5:57:40 PM -05:00,2/20/2021,2/23/2021 12:00 AM,TRUE,Completed,Shipped
000005O2T0FEU000002000,1000116599,LAST MILE HUB AUSTIN,021721-BULKXPOAUS,738706,SAN FRANCISCO,2/2/2021 5:57:40 PM -05:00,2/20/2021,,FALSE,Completed,Shipped
000005O30BQ5G000002000,1000121963,LAST MILE HUB AUSTIN,021721-BULKXPOAUS,738706,SAN FRANCISCO,2/2/2021 5:57:40 PM -05:00,2/20/2021,,FALSE,Completed,Shipped
000005O34UBG0000006000,1000122507,LAST MILE HUB AUSTIN,021721-BULKXPOAUS,738706,SAN FRANCISCO,2/2/2021 5:57:40 PM -05:00,2/20/2021,,FALSE,Completed,Shipped
000005O2SVIOK000002000,1000122623,LAST MILE HUB NASHVILLE,021721-BULKXPOBNA,738618,SAN FRANCISCO,2/2/2021 5:57:40 PM -05:00,2/20/2021,,FALSE,Completed,Shipped
000005O33PPD8000004000,1000123234,LAST MILE HUB NASHVILLE,021721-BULKXPOBNA,738618,SAN FRANCISCO,2/2/2021 5:57:40 PM -05:00,2/20/2021,,FALSE,Completed,Shipped
000005O362U5G000002000,1000121829,LAST MILE HUB NASHVILLE,021721-BULKXPOBNA,738618,SAN FRANCISCO,2/2/2021 5:57:40 PM -05:00,2/20/2021,,FALSE,Completed,Shipped
000005O362U5O000002000,1000122205,LAST MILE HUB NASHVILLE,021721-BULKXPOBNA,738618,SAN FRANCISCO,2/2/2021 5:57:40 PM -05:00,2/20/2021,,FALSE,Completed,Shipped
000005O2TGFS6000004000,1000121834,LAST MILE HUB CLEVELAND,021721-BULKXPOCLE,738621,SAN FRANCISCO,2/2/2021 8:09:28 PM -05:00,2/20/2021,,FALSE,Completed,Shipped
000005O30U45E000002000,1000122905,LAST MILE HUB CLEVELAND,021721-BULKXPOCLE,738621,SAN FRANCISCO,2/2/2021 8:09:28 PM -05:00,2/20/2021,,FALSE,Completed,Shipped
000005O34UBQK000004000,1000122906,LAST MILE HUB CLEVELAND,021721-BULKXPOCLE,738621,SAN FRANCISCO,2/2/2021 8:31:38 AM -05:00,2/20/2021,,FALSE,Completed,Shipped
000005O337E5A000004000,1000121188,LAST MILE HUB COLUMBUS,021721-BULKXPOCMH,738684,SAN FRANCISCO,2/2/2021 8:45:46 PM -05:00,2/20/2021,2/24/2021 12:00 AM,TRUE,Completed,Shipped
000005O34BUVU000004000,1000123136,LAST MILE HUB COLUMBUS,021721-BULKXPOCMH,738684,SAN FRANCISCO,2/2/2021 8:45:46 PM -05:00,2/20/2021,2/24/2021 12:00 AM,TRUE,Completed,Shipped
000005O34BV2C000006000,1000123596,LAST MILE HUB COLUMBUS,021721-BULKXPOCMH,738684,SAN FRANCISCO,2/2/2021 8:48:02 PM -05:00,2/20/2021,2/24/2021 12:00 AM,TRUE,Completed,Shipped
000005O362UQK000006000,1000121247,LAST MILE HUB COLUMBUS,021721-BULKXPOCMH,738684,SAN FRANCISCO,2/2/2021 8:50:20 PM -05:00,2/20/2021,2/24/2021 12:00 AM,TRUE,Completed,Shipped
000005O2QKREA000004000,1000117478,LAST MILE HUB DENVER,021721-BULKXPODEN,738709,SAN FRANCISCO,2/2/2021 8:52:02 PM -05:00,2/19/2021,2/22/2021 12:00 AM,TRUE,Completed,Shipped
